FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label,is_phishing,domain,registered_domain,ip_addresses,name_servers
mw77105.txt,http://www.theron-resource-group.com,35,www.theron-resource-group.com,29,0,com,74.61111111,0.428571429,0.5229071,0.065773757,3,1,0,0,0.0,21,0.6,0,0.0,0,0,0,3,0.086,0,2,44,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.theron-resource-group.com,theron-resource-group.com,[],[]
455222.txt,https://www.pricetower.org,25,www.pricetower.org,18,0,org,100.0,1.0,0.0799628,0.06643021,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,531,9381,1,pricetower,100.0,100.0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,19,11,14,82,2,91,1,0,www.pricetower.org,pricetower.org,"['172.67.169.70', '104.21.27.121']","['gabriel.ns.cloudflare.com', 'marjory.ns.cloudflare.com']"
473948.txt,https://www.consejopublicitario.org,34,www.consejopublicitario.org,27,0,org,100.0,1.0,0.0799628,0.063652953,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,1,712,3043,1,consejopublicitario,100.0,100.0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,178,36,7,1,0,170,1,0,www.consejopublicitario.org,consejopublicitario.org,"['172.67.153.212', '104.21.80.211']","['paislee.ns.cloudflare.com', 'keanu.ns.cloudflare.com']"
8075227.txt,http://www.amazceom-co-jp.amaczeon.kaifangjilu.top/,51,www.amazceom-co-jp.amaczeon.kaifangjilu.top,43,0,top,28.382643,0.342857143,0.0002752,0.058322596,3,3,0,0,0.0,34,0.667,0,0.0,0,0,0,6,0.118,0,2,537,0,0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,www.amazceom-co-jp.amaczeon.kaifangjilu.top,kaifangjilu.top,"['172.67.174.74', '104.21.96.78']","['noah.ns.cloudflare.com', 'jo.ns.cloudflare.com']"
54456.txt,https://www.ciel.org,19,www.ciel.org,12,0,org,100.0,1.0,0.0799628,0.072167776,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,1517,8047,1,ciel,100.0,100.0,0,1,1,0,0,1,0,25,0,1,1,1,0,1,0,0,1,37,13,27,124,0,141,1,0,www.ciel.org,ciel.org,['66.235.200.146'],"['ns2.bluehost.com', 'ns1.bluehost.com']"
845143.txt,https://www.cctt.ca,18,www.cctt.ca,11,0,ca,100.0,1.0,0.0101825,0.06571751,2,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1,383,4817,1,tt,50.0,50.0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,15,20,27,31,0,14,1,0,www.cctt.ca,cctt.ca,['35.206.110.231'],"['dns.rebel.ca', 'dns2.rebel.ca']"
7374220.txt,http://cpanel10wh.bkk1.cloud.z.com/~cp785288/hlep/login/billing.php?verify_account=session=nl&amp;c9af20c816b1cce4f06368be3327e297=&amp;dispatch=15464ad822e0af50d3b1df6196cac08a9e8edfbd,184,cpanel10wh.bkk1.cloud.z.com,27,0,com,5.672425819,0.391304348,0.5229071,0.036274179,3,3,0,0,0.0,107,0.582,50,0.272,4,1,0,15,0.109,0,9,236,1,cpanel10whbkk1cloudz~cp785288hleploginbillingphp?verify_account=session=nl&amp;c9af20c816b1cce4f06368be3327e297=&amp;dispatch=15464ad822e0af50d3b1df6196cac08a9e8edfb,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,cpanel10wh.bkk1.cloud.z.com,z.com,['163.44.198.59'],"['ns1.cf.gmointernet.jp', 'ns2.cf.gmointernet.jp']"
98715.txt,https://www.moltengl.com,23,www.moltengl.com,16,0,com,100.0,1.0,0.5229071,0.065549077,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,545,2086,1,moltengl,100.0,100.0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,1,0,1,8,21,24,2,0,52,1,0,www.moltengl.com,moltengl.com,['74.208.236.33'],"['ns-us.1and1-dns.de', 'ns-us.1and1-dns.org', 'ns-us.1and1-dns.com', 'ns-us.1and1-dns.us']"
8012122.txt,https://att-104275.weeblysite.com/,33,att-104275.weeblysite.com,25,0,com,66.69538462,0.80952381,0.5229071,0.044077569,3,1,0,0,0.0,16,0.485,6,0.182,0,0,0,3,0.091,1,68,80,1,att-104275weeblysite,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,att-104275.weeblysite.com,weeblysite.com,"['74.115.51.54', '74.115.51.55']","['ns-510.awsdns-63.com', 'ns-1375.awsdns-43.org', 'ns-522.awsdns-01.net', 'ns-1854.awsdns-39.co.uk']"
18282.txt,https://www.presstv.ir,21,www.presstv.ir,14,0,ir,100.0,1.0,0.0012232,0.052136843,2,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,1881,575,1,presstv,100.0,100.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,124,5,12,332,4,21,1,0,www.presstv.ir,presstv.ir,['99.192.180.68'],"['ns2.dns.cdn.net', 'ns3.dns.cdn.net', 'ns4.dns.cdn.net', 'ns1.dns.cdn.net']"
7991528.txt,https://yahmail7.godaddysites.com/,33,yahmail7.godaddysites.com,25,0,com,51.23692308,0.666666667,0.5229071,0.053965697,3,1,0,0,0.0,22,0.667,1,0.03,0,0,0,2,0.061,1,30,115,1,yahmail7godaddysites,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,1,yahmail7.godaddysites.com,godaddysites.com,"['13.248.243.5', '76.223.105.230']","['cns1.secureserver.net', 'cns2.secureserver.net']"
759331.txt,https://www.cowboysrideforfree.com,33,www.cowboysrideforfree.com,26,0,com,100.0,1.0,0.5229071,0.061796292,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,5015,29769,1,wboysrideforfree,88.88888889,88.88888889,1,0,1,0,0,1,0,2,0,1,1,0,0,1,1,1,1,80,4,15,163,0,246,1,0,www.cowboysrideforfree.com,cowboysrideforfree.com,"['151.101.1.34', '151.101.193.34', '151.101.129.34', '151.101.65.34']","['ns-308.awsdns-38.com', 'ns-1283.awsdns-32.org', 'ns-695.awsdns-22.net', 'ns-1699.awsdns-20.co.uk']"
224395.txt,https://www.fondoitalia.it,25,www.fondoitalia.it,18,0,it,100.0,1.0,0.012178,0.063170269,2,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1093,6651,1,fondotala,0.0,0.0,1,0,0,1,0,0,0,4,0,1,0,0,0,0,1,0,1,84,8,16,177,0,180,1,0,www.fondoitalia.it,fondoitalia.it,['162.19.97.189'],"['ns2.host-anycast.com', 'ns1.host-anycast.it']"
445176.txt,https://www.eriercd.org,22,www.eriercd.org,15,0,org,100.0,1.0,0.0799628,0.070447386,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1107,1119,1,eriercd,100.0,100.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,14,5,11,54,37,46,1,0,www.eriercd.org,eriercd.org,['208.109.231.187'],"['ns50.worldnic.com', 'ns49.worldnic.com']"
7969991.txt,https://www.ekie-nat.ekaste.bhwkke.top/load.php,46,www.ekie-nat.ekaste.bhwkke.top,30,0,top,28.70748299,0.318181818,0.0002752,0.0538175,3,3,0,0,0.0,28,0.609,0,0.0,0,0,0,6,0.13,1,9,55,1,ekie-natekastebhwkkeloadph,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.ekie-nat.ekaste.bhwkke.top,bhwkke.top,[],[]
472740.txt,https://www.eastlothianmuseums.org,33,www.eastlothianmuseums.org,26,0,org,100.0,1.0,0.0799628,0.063034465,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,1512,8047,1,eastlothianmuseums,100.0,100.0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,37,26,36,81,2,91,1,0,www.eastlothianmuseums.org,eastlothianmuseums.org,['51.222.248.174'],"['caprmns100.fastcpanelserver.com', 'secns20.fastcpanelserver.com']"
580840.txt,https://www.loopycases.com,25,www.loopycases.com,18,0,com,100.0,1.0,0.5229071,0.068042107,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1405,10345,1,loopycases,100.0,100.0,1,1,1,1,0,1,0,20,0,1,1,1,1,1,1,0,1,348,4,19,46,0,17,1,0,www.loopycases.com,loopycases.com,['23.227.38.74'],"['ns46.domaincontrol.com', 'ns45.domaincontrol.com']"
8024415.txt,http://www.certificationshq.net/net/flix/,40,www.certificationshq.net,24,0,net,60.04756243,1.0,0.0384199,0.056282573,3,1,0,0,0.0,26,0.65,0,0.0,0,0,0,3,0.075,0,17,14612,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.certificationshq.net,certificationshq.net,[],[]
795326.txt,https://www.panicstream.com,26,www.panicstream.com,19,0,com,100.0,1.0,0.5229071,0.06776326,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,909,515,1,panicstream,100.0,100.0,1,1,0,0,0,1,0,2,0,1,1,1,0,0,1,0,1,7,2,14,99,8,152,1,0,www.panicstream.com,panicstream.com,['67.205.34.216'],"['ns3.dreamhost.com', 'ns1.dreamhost.com', 'ns2.dreamhost.com']"
36933.txt,https://www.paragraf.rs,22,www.paragraf.rs,15,0,rs,100.0,1.0,0.0004547,0.055425841,2,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1133,374,1,paagaf,0.0,0.0,0,0,1,0,0,1,0,5,0,1,0,0,0,0,0,0,0,65,5,15,49,12,67,1,0,www.paragraf.rs,paragraf.rs,['77.105.38.74'],"['dns2.orion.rs', 'dns1.orion.rs', 'dns4.orion.rs', 'dns3.orion.rs']"
521371.txt,https://www.radicalteatowel.com,30,www.radicalteatowel.com,23,0,com,100.0,1.0,0.5229071,0.066843331,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,3415,8035,1,radicalteatowel,100.0,100.0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,87,2,14,136,5,133,1,0,www.radicalteatowel.com,radicalteatowel.com,['77.72.2.118'],"['ns3.krystal.io', 'ns1.krystal.io', 'ns2.krystal.io', 'ns4.krystal.io']"
624926.txt,https://www.marrontreks.com,26,www.marrontreks.com,19,0,com,100.0,1.0,0.5229071,0.067762265,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1363,1148,1,marrontreks,100.0,100.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,27,10,13,102,4,118,1,0,www.marrontreks.com,marrontreks.com,['50.62.57.200'],"['ns2.appbasis.com', 'ns1.appbasis.com']"
7976240.txt,http://mstable.net/,18,mstable.net,11,0,net,80.44077135,1.0,0.0384199,0.061130646,3,0,0,0,0.0,10,0.556,0,0.0,0,0,0,1,0.056,0,15,155,1,mstable,100.0,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,mstable.net,mstable.net,[],[]
462408.txt,https://www.safariworkstaxidermysales.com,40,www.safariworkstaxidermysales.com,33,0,com,100.0,1.0,0.5229071,0.058027449,3,1,0,0,0.0,27,0.675,0,0.0,0,0,0,1,0.025,1,3764,2691,1,safariworkstaxidermysales,100.0,100.0,0,1,1,1,0,1,0,19,0,1,1,1,1,1,1,0,1,124,2,16,165,1,41,1,0,www.safariworkstaxidermysales.com,safariworkstaxidermysales.com,[],[]
174349.txt,https://www.sheepsheadbites.com,30,www.sheepsheadbites.com,23,0,com,100.0,1.0,0.5229071,0.060333051,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,809,9381,1,sheepsheadbites,100.0,100.0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,14,15,33,109,0,129,1,0,www.sheepsheadbites.com,sheepsheadbites.com,"['172.67.152.216', '104.21.40.142']","['ganz.ns.cloudflare.com', 'faye.ns.cloudflare.com']"
8017584.txt,http://bitly.ws/znyb,19,bitly.ws,8,0,ws,64.91969569,1.0,0.0003477,0.034013417,2,0,0,0,0.0,10,0.526,0,0.0,0,0,0,2,0.105,0,9,80,1,bitlyzny,0.0,88.88888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,bitly.ws,bitly.ws,[],"['ns-979.awsdns-58.net', 'ns-1650.awsdns-14.co.uk', 'ns-207.awsdns-25.com', 'ns-1527.awsdns-62.org']"
14355.txt,https://www.qrcode.com,21,www.qrcode.com,14,0,com,100.0,1.0,0.5229071,0.066714673,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,138,161,1,qrde,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,4,2,24,0,5,1,0,www.qrcode.com,qrcode.com,['23.58.47.81'],"['dn-dnext01.denso.co.jp', 'dn-dnext03.denso.co.jp', 'dn-dnext02.denso.co.jp']"
7789761.txt,http://getdrop.live,18,getdrop.live,12,0,live,70.08547009,1.0,0.0003718,0.050952171,4,0,0,0,0.0,10,0.556,0,0.0,0,0,0,1,0.056,0,9,42,1,getdrop,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,getdrop.live,getdrop.live,"['172.67.178.152', '104.21.35.187']","['sri.ns.cloudflare.com', 'harleigh.ns.cloudflare.com']"
8017715.txt,https://is.gd/bhb74h,19,is.gd,5,0,gd,49.58677686,1.0,5.02e-05,0.027602062,2,0,0,0,0.0,7,0.368,2,0.105,0,0,0,2,0.105,1,2,28,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,is.gd,is.gd,"['104.25.233.53', '172.67.83.132', '104.25.234.53']","['gwen.ns.cloudflare.com', 'jerry.ns.cloudflare.com']"
mw10994.txt,http://www.keliweb.it,20,www.keliweb.it,14,0,it,100.0,1.0,0.012178,0.049771897,2,1,0,0,0.0,8,0.4,0,0.0,0,0,0,1,0.05,0,9,73,1,kelweb,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,www.keliweb.it,keliweb.it,"['104.21.40.122', '172.67.151.33']","['bristol.ns.cloudflare.com', 'sonny.ns.cloudflare.com']"
55046.txt,https://www.oercommons.org,25,www.oercommons.org,18,0,org,100.0,1.0,0.0799628,0.077728539,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,808,3558,1,oercommons,100.0,100.0,1,0,1,0,0,1,0,8,0,1,1,1,1,0,1,0,1,9,3,26,44,6,16,1,0,www.oercommons.org,oercommons.org,"['23.21.216.36', '44.195.156.71', '54.163.65.8']","['ns-1705.awsdns-21.co.uk', 'ns-913.awsdns-50.net', 'ns-1167.awsdns-17.org', 'ns-212.awsdns-26.com']"
mw4825.txt,http://www.baagii.sportsnewsa.net,32,www.baagii.sportsnewsa.net,26,0,net,58.85734819,0.666666667,0.0384199,0.059927909,3,2,0,0,0.0,19,0.594,0,0.0,0,0,0,2,0.062,0,3,40,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.baagii.sportsnewsa.net,sportsnewsa.net,[],[]
8005069.txt,https://att-107210-109856.weeblysite.com/,40,att-107210-109856.weeblysite.com,32,0,com,36.61221591,0.607142857,0.5229071,0.034950402,3,1,0,0,0.0,16,0.4,12,0.3,0,0,0,4,0.1,1,68,80,1,att-107210-109856weeblysite,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,att-107210-109856.weeblysite.com,weeblysite.com,"['74.115.51.55', '74.115.51.54']","['ns-522.awsdns-01.net', 'ns-510.awsdns-63.com', 'ns-1854.awsdns-39.co.uk', 'ns-1375.awsdns-43.org']"
383152.txt,https://www.cpu-upgrade.com,26,www.cpu-upgrade.com,19,0,com,100.0,0.727272727,0.5229071,0.054437482,3,1,0,0,0.0,12,0.462,0,0.0,0,0,0,2,0.077,1,195,242,1,cpu-upgrade,100.0,100.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,52,0,2,1,0,www.cpu-upgrade.com,cpu-upgrade.com,['67.227.202.90'],"['ns2.cpu-world.com', 'ns1.cpu-world.com']"
8024390.txt,http://cn52393.tw1.ru/ups/login/details.php,42,cn52393.tw1.ru,14,0,ru,25.37868481,0.727272727,0.0180132,0.040415456,2,1,0,0,0.0,23,0.548,6,0.143,0,0,0,6,0.143,0,2,51,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,cn52393.tw1.ru,tw1.ru,[],"['ns3.timeweb.org', 'ns4.timeweb.org', 'ns1.timeweb.ru', 'ns2.timeweb.ru']"
590289.txt,https://www.egorodriguez.com,27,www.egorodriguez.com,20,0,com,100.0,1.0,0.5229071,0.062141015,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1926,18322,1,egorodriguez,100.0,100.0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,46,3,13,29,0,17,1,0,www.egorodriguez.com,egorodriguez.com,"['18.205.205.127', '3.82.239.28']","['chip.ns.cloudflare.com', 'leia.ns.cloudflare.com']"
426817.txt,https://www.ordinedimaltaitalia.org,34,www.ordinedimaltaitalia.org,27,0,org,100.0,1.0,0.0799628,0.06538824,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,1,1021,2146,1,dinedimaltaitalia,89.47368421,89.47368421,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,24,15,14,39,8,30,1,0,www.ordinedimaltaitalia.org,ordinedimaltaitalia.org,['195.231.67.76'],"['dns.technorail.com', 'dns3.arubadns.net', 'dns2.technorail.com', 'dns4.arubadns.cz']"
809753.txt,https://www.circularcityfundingguide.eu,38,www.circularcityfundingguide.eu,31,0,eu,100.0,1.0,0.0056158,0.052407273,2,1,0,0,0.0,25,0.658,0,0.0,0,0,0,1,0.026,1,599,2861,1,circularcityfundingguid,95.83333333,95.83333333,1,1,1,0,0,1,0,2,1,1,1,0,0,0,0,0,1,15,10,17,58,0,68,1,0,www.circularcityfundingguide.eu,circularcityfundingguide.eu,"['141.101.90.98', '141.101.90.99', '141.101.90.97', '141.101.90.96']","['ns4.eurodns.com', 'ns3.eurodns.com', 'ns1.eurodns.com', 'ns2.eurodns.com']"
4017.txt,https://www.ringorapyutatta.info,31,www.ringorapyutatta.info,24,0,info,100.0,1.0,0.0075051,0.055078636,4,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,2097,1193,1,ringorapyutatta,100.0,100.0,1,1,0,0,0,1,0,30,1,1,1,0,0,0,0,0,0,36,1,27,97,1,169,1,0,www.ringorapyutatta.info,ringorapyutatta.info,[],[]
508944.txt,https://www.redbaycoffee.com,27,www.redbaycoffee.com,20,0,com,100.0,1.0,0.5229071,0.061335513,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,2605,19146,1,redbayffee,0.0,0.0,1,0,1,1,0,1,0,21,0,1,1,1,1,1,1,0,1,85,11,29,68,21,24,1,0,www.redbaycoffee.com,redbaycoffee.com,['23.227.38.32'],"['ns26.domaincontrol.com', 'ns25.domaincontrol.com']"
8059453.txt,https://webmail-102101.weeblysite.com/,38,webmail-102101.weeblysite.com,29,0,com,55.29924693,0.68,0.5229071,0.044398498,3,1,0,0,0.0,20,0.526,6,0.158,0,0,0,4,0.105,1,271,19629,1,webmail-102101weeblysite,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,19,3,9,1,0,4,0,1,webmail-102101.weeblysite.com,weeblysite.com,"['74.115.51.54', '74.115.51.55']","['ns-1375.awsdns-43.org', 'ns-510.awsdns-63.com', 'ns-522.awsdns-01.net', 'ns-1854.awsdns-39.co.uk']"
8070375.txt,https://adobe1023.web.app/,26,adobe1023.web.app,17,0,app,55.44376572,0.769230769,0.001502,0.039211878,3,1,0,0,0.0,11,0.423,4,0.154,0,0,0,3,0.115,1,108,8125,1,adobe1023web,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,adobe1023.web.app,web.app,['199.36.158.100'],"['ns3.googledomains.com', 'ns4.googledomains.com', 'ns1.googledomains.com', 'ns2.googledomains.com']"
mw5758.txt,http://www.working.hotmail-onlines.com,37,www.working.hotmail-onlines.com,31,0,com,53.88998466,0.347826087,0.5229071,0.061528978,3,2,0,0,0.0,23,0.622,0,0.0,0,0,0,3,0.081,0,2,45,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.working.hotmail-onlines.com,hotmail-onlines.com,[],[]
223417.txt,https://www.sommer-informatik.de,31,www.sommer-informatik.de,24,0,de,100.0,0.647058824,0.0326503,0.061228083,2,1,0,0,0.0,17,0.548,0,0.0,0,0,0,2,0.065,1,782,8047,1,sommer-informatik,100.0,100.0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,15,17,26,42,7,52,1,0,www.sommer-informatik.de,sommer-informatik.de,['217.72.220.154'],"['dns3.ronet.de', 'dns2.ronet.de', 'dns.ronet.de']"
34558.txt,https://www.conseil-constitutionnel.fr,37,www.conseil-constitutionnel.fr,30,0,fr,100.0,0.695652174,0.0141483,0.063512272,2,1,0,0,0.0,23,0.622,0,0.0,0,0,0,2,0.054,1,1439,7088,1,conseil-constitutionnel,100.0,100.0,1,0,1,0,0,1,0,6,0,1,1,1,0,0,0,0,0,76,4,3,136,0,14,1,0,www.conseil-constitutionnel.fr,conseil-constitutionnel.fr,['185.66.233.109'],"['ns1.aquaray.com', 'ns2.aquaray.com', 'ns0.aquaray.com']"
8063573.txt,https://asociaciongalicia--portalonlinee.repl.co/,49,asociaciongalicia--portalonlinee.repl.co,40,0,co,40.66463415,0.513513514,0.0059772,0.068141721,2,1,0,0,0.0,36,0.735,0,0.0,0,0,0,5,0.102,1,198,869,1,asociaciongalicia--portalonlineerepl,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,asociaciongalicia--portalonlinee.repl.co,repl.co,[],"['gabriella.ns.cloudflare.com', 'scott.ns.cloudflare.com']"
8035534.txt,https://wwwinfoview.xinhuopay.com/jp.php,39,wwwinfoview.xinhuopay.com,25,0,com,41.27012311,0.571428571,0.5229071,0.043121473,3,1,0,0,0.0,27,0.692,0,0.0,0,0,0,4,0.103,1,35,126,1,wwwinfoviewxinhuopayjpph,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,wwwinfoview.xinhuopay.com,xinhuopay.com,[],[]
814333.txt,https://www.beverageonline.com,29,www.beverageonline.com,22,0,com,100.0,1.0,0.5229071,0.066416346,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,823,792,1,beverageonline,100.0,100.0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,6,2,7,42,0,5,1,0,www.beverageonline.com,beverageonline.com,['20.185.12.70'],"['ns-366.awsdns-45.com', 'ns-538.awsdns-03.net', 'ns-1414.awsdns-48.org', 'ns-1785.awsdns-31.co.uk']"
98198.txt,https://www.cxmagazine.com,25,www.cxmagazine.com,18,0,com,100.0,1.0,0.5229071,0.060002036,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,2615,9381,1,cxmagazine,100.0,100.0,1,1,1,0,0,1,1,6,0,1,1,0,0,0,1,0,1,82,42,77,451,0,438,1,0,www.cxmagazine.com,cxmagazine.com,"['104.21.14.74', '172.67.158.45']","['gail.ns.cloudflare.com', 'tim.ns.cloudflare.com']"
22110.txt,https://www.ibo.org,18,www.ibo.org,11,0,org,100.0,1.0,0.0799628,0.070589785,3,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1,4021,3334,1,ibo,100.0,100.0,1,0,1,0,0,1,0,3,0,1,1,1,0,0,0,0,1,41,0,6,140,2,17,1,0,www.ibo.org,ibo.org,"['104.17.174.194', '104.17.175.194']","['nancy.ns.cloudflare.com', 'drake.ns.cloudflare.com']"
486205.txt,https://www.lifesongmilestones.com,33,www.lifesongmilestones.com,26,0,com,100.0,1.0,0.5229071,0.065134456,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,9461,51903,1,lifesongmilestones,100.0,100.0,0,1,0,1,1,1,0,23,0,1,1,1,1,1,1,0,1,1092,3,21,274,23,65,1,0,www.lifesongmilestones.com,lifesongmilestones.com,"['172.67.217.88', '104.21.24.67']","['nataly.ns.cloudflare.com', 'gerald.ns.cloudflare.com']"
573848.txt,https://www.charlescitypress.com,31,www.charlescitypress.com,24,0,com,100.0,1.0,0.5229071,0.060894,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,1646,1822,1,charlescitypress,100.0,100.0,1,1,1,0,0,1,0,11,0,1,1,1,0,0,1,0,1,33,18,36,144,3,152,1,0,www.charlescitypress.com,charlescitypress.com,['66.135.66.86'],"['ns16.domaincontrol.com', 'ns15.domaincontrol.com']"
612246.txt,https://www.kladionicabet.com,28,www.kladionicabet.com,21,0,com,100.0,1.0,0.5229071,0.063599065,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1250,835,1,kladionicabet,100.0,100.0,0,0,1,0,0,1,0,2,0,1,0,0,0,1,1,0,1,9,5,9,96,0,84,1,0,www.kladionicabet.com,kladionicabet.com,"['104.21.11.87', '172.67.165.176']","['alex.ns.cloudflare.com', 'erin.ns.cloudflare.com']"
772649.txt,https://www.monumentale-israelitico.it,37,www.monumentale-israelitico.it,30,0,it,100.0,0.52173913,0.012178,0.067234831,2,1,0,0,0.0,23,0.622,0,0.0,0,0,0,2,0.054,1,774,2068,1,monumentale-sraeltco,0.0,0.0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,9,12,18,200,4,205,1,0,www.monumentale-israelitico.it,monumentale-israelitico.it,['89.46.106.67'],"['dns4.arubadns.cz', 'dns3.arubadns.net', 'dns.technorail.com', 'dns2.technorail.com']"
